Live Site Product Name,Live Site SKU,Live Site Price,Local Product Name,Local SKU,Local Price,Match Status,Notes
"New GR style Headlights for toyota hilux",,,"New GR style Headlights for toyota hilux",,61000,To verify,
"New Wrangler Style LED Tail Lights For Mahindra Thar",,,"New Wrangler Style LED Tail Lights For Mahindra Thar",,0,To verify,
"New Wrangler Style LED Tail Lights For Mahindra Thar",,,"New Wrangler Style LED Tail Lights For Mahindra Thar",,0,To verify,
"New headlight for toyota innova hycross",,,"New headlight for toyota innova hycross",,89999,To verify,
"New headlight for toyota innova hycross",,,"New headlight for toyota innova hycross",,89999,To verify,
"Proman Adjustable Bonnet Light Mount-Toyota Hilux,Fortuner",,,"Proman Adjustable Bonnet Light Mount-Toyota Hilux,Fortuner",,7990,To verify,
"Proman Adjustable Bonnet Light Mount-Toyota Hilux,Fortuner",,,"Proman Adjustable Bonnet Light Mount-Toyota Hilux,Fortuner",,7990,To verify,
"Proman Knuckle Light Mount Clamp For Mahindra Thar",,,"Proman Knuckle Light Mount Clamp For Mahindra Thar",,1790,To verify,
"Proman Knuckle Light Mount Clamp For Mahindra Thar",,,"Proman Knuckle Light Mount Clamp For Mahindra Thar",,1790,To verify,
"Retrofit Shelby Styled DRL Headlights for Ford Mustang 2013-2014",,,"Retrofit Shelby Styled DRL Headlights for Ford Mustang 2013-2014",,89888,To verify,
"Retrofit Shelby Styled DRL Headlights for Ford Mustang 2013-2014",,,"Retrofit Shelby Styled DRL Headlights for Ford Mustang 2013-2014",,89888,To verify,
"Retrofit Shelby Tail Upgraded Rear Light for Ford Mustang 2013-2014",,,"Retrofit Shelby Tail Upgraded Rear Light for Ford Mustang 2013-2014",,68998,To verify,
"Retrofit Shelby Tail Upgraded Rear Light for Ford Mustang 2013-2014",,,"Retrofit Shelby Tail Upgraded Rear Light for Ford Mustang 2013-2014",,68998,To verify,
"Retrofit Smoked Shelby Tail Upgraded Rear Light for Ford Mustang 2013-2014",,,"Retrofit Smoked Shelby Tail Upgraded Rear Light for Ford Mustang 2013-2014",,68998,To verify,
"Retrofit Smoked Shelby Tail Upgraded Rear Light for Ford Mustang 2013-2014",,,"Retrofit Smoked Shelby Tail Upgraded Rear Light for Ford Mustang 2013-2014",,68998,To verify,
"SP Series Off Road Light Bar 12 inch / 22 inch / 32 inch",,,"SP Series Off Road Light Bar 12 inch / 22 inch / 32 inch",,0,To verify,
"SP Series Off Road Light Bar 12 inch / 22 inch / 32 inch",,,"SP Series Off Road Light Bar 12 inch / 22 inch / 32 inch",,0,To verify,
"Sequential LED Tail Lights for Ford Mustang 2015–2020",,,"Sequential LED Tail Lights for Ford Mustang 2015–2020",,106899,To verify,
"Sequential LED Tail Lights for Ford Mustang 2015–2020",,,"Sequential LED Tail Lights for Ford Mustang 2015–2020",,106899,To verify,
"Suzuki Ertiga Red Scanning Tail Light",,,"Suzuki Ertiga Red Scanning Tail Light",,18800,To verify,
"Suzuki Ertiga Red Scanning Tail Light",,,"Suzuki Ertiga Red Scanning Tail Light",,18800,To verify,
"Suzuki Ertiga Smoke Scanning Tail Lights",,,"Suzuki Ertiga Smoke Scanning Tail Lights",,18800,To verify,
"Suzuki Ertiga Smoke Scanning Tail Lights",,,"Suzuki Ertiga Smoke Scanning Tail Lights",,18800,To verify,
"Suzuki Jimny Double Eye Tail Lights",,,"Suzuki Jimny Double Eye Tail Lights",,16250,To verify,
"Suzuki Jimny Double Eye Tail Lights",,,"Suzuki Jimny Double Eye Tail Lights",,16250,To verify,
"Suzuki Jimny Vland LED Tail Lights/",,,"Suzuki Jimny Vland LED Tail Lights/",,11500,To verify,
"Suzuki Jimny Vland LED Tail Lights/",,,"Suzuki Jimny Vland LED Tail Lights/",,11500,To verify,
"Tail lights for Fortuner (2012 to 2016)",,,"Tail lights for Fortuner (2012 to 2016)",,0,To verify,
"Tail lights for Fortuner (2012 to 2016)",,,"Tail lights for Fortuner (2012 to 2016)",,0,To verify,
"Third Brake Light For Mahindra Thar",,,"Third Brake Light For Mahindra Thar",,0,To verify,
"Third Brake Light For Mahindra Thar",,,"Third Brake Light For Mahindra Thar",,0,To verify,
"Toyota Fortuner Automatic Side Steps with LED (2017-24)",,,"Toyota Fortuner Automatic Side Steps with LED (2017-24)",,75000,To verify,
"Toyota Fortuner Automatic Side Steps with LED (2017-24)",,,"Toyota Fortuner Automatic Side Steps with LED (2017-24)",,75000,To verify,
"Toyota Hilux ABS Roll Bar with Lights",,,"Toyota Hilux ABS Roll Bar with Lights",,51300,To verify,
"Toyota Hilux ABS Roll Bar with Lights",,,"Toyota Hilux ABS Roll Bar with Lights",,51300,To verify,
"Toyota Hilux GR Roll Bar/Spoiler with LED Light",,,"Toyota Hilux GR Roll Bar/Spoiler with LED Light",,50000,To verify,
"Toyota Hilux GR Roll Bar/Spoiler with LED Light",,,"Toyota Hilux GR Roll Bar/Spoiler with LED Light",,50000,To verify,
"Toyota Hilux Roof LED Lights",,,"Toyota Hilux Roof LED Lights",,19350,To verify,
"Toyota Hilux Roof LED Lights",,,"Toyota Hilux Roof LED Lights",,19350,To verify,
"Toyota Hilux Tail Light v1",,,"Toyota Hilux Tail Light v1",,17900,To verify,
"Toyota Hilux Tail Light v1",,,"Toyota Hilux Tail Light v1",,17900,To verify,
"Toyota Hilux Tail Light v2",,,"Toyota Hilux Tail Light v2",,17900,To verify,
"Toyota Hilux Tail Light v2",,,"Toyota Hilux Tail Light v2",,17900,To verify,
"Toyota Innova Crysta Buggati Style Headlamp",,,"Toyota Innova Crysta Buggati Style Headlamp",,46080,To verify,
"Toyota Innova Crysta Buggati Style Headlamp",,,"Toyota Innova Crysta Buggati Style Headlamp",,46080,To verify,
"Toyota Innova Crysta Cayenne Style Tail Lights",,,"Toyota Innova Crysta Cayenne Style Tail Lights",,24290,To verify,
"Toyota Innova Crysta Cayenne Style Tail Lights",,,"Toyota Innova Crysta Cayenne Style Tail Lights",,24290,To verify,
"Toyota Innova Hycross DRL Smoke Type Lights",,,"Toyota Innova Hycross DRL Smoke Type Lights",,0,To verify,
"Toyota Innova Hycross DRL Smoke Type Lights",,,"Toyota Innova Hycross DRL Smoke Type Lights",,0,To verify,
"Toyota Innova Type 3 &amp; 4 Aftermarket Headlights",,,"Toyota Innova Type 3 &amp; 4 Aftermarket Headlights",,24500,To verify,
"Toyota Innova Type 3 &amp; 4 Aftermarket Headlights",,,"Toyota Innova Type 3 &amp; 4 Aftermarket Headlights",,24500,To verify,
"Viper Eye styled DRL headlights for Ford Mustang 2015–2017",,,"Viper Eye styled DRL headlights for Ford Mustang 2015–2017",,78900,To verify,
"Viper Eye styled DRL headlights for Ford Mustang 2015–2017",,,"Viper Eye styled DRL headlights for Ford Mustang 2015–2017",,78900,To verify,
"Volkswagen Polo Dual Projector Headlamps (2012–2021)",,,"Volkswagen Polo Dual Projector Headlamps (2012–2021)",,37700,To verify,
"Volkswagen Polo Dual Projector Headlamps (2012–2021)",,,"Volkswagen Polo Dual Projector Headlamps (2012–2021)",,37700,To verify,
"Volvo XC-90 automatic side steps",,,"Volvo XC-90 automatic side steps",,125000,To verify,
"Volvo XC-90 automatic side steps",,,"Volvo XC-90 automatic side steps",,125000,To verify,
"Wrangler Style LED Tail Lamps for Mahindra Thar & Thar Roxx",,,"Wrangler Style LED Tail Lamps for Mahindra Thar & Thar Roxx",,9500,To verify,
"Wrangler Style LED Tail Lamps for Mahindra Thar & Thar Roxx",,,"Wrangler Style LED Tail Lamps for Mahindra Thar & Thar Roxx",,9500,To verify,
"ford ecosport 2013-17 (pre-facelift) projector headlights - evoque style",,,"ford ecosport 2013-17 (pre-facelift) projector headlights - evoque style",,40950,To verify,
"ford ecosport 2013-17 (pre-facelift) projector headlights - evoque style",,,"ford ecosport 2013-17 (pre-facelift) projector headlights - evoque style",,40950,To verify,
"hyuntai Creta 2024 Bonnet DRL with Bracket",,,"hyuntai Creta 2024 Bonnet DRL with Bracket",,8450,To verify,
"hyuntai Creta 2024 Bonnet DRL with Bracket",,,"hyuntai Creta 2024 Bonnet DRL with Bracket",,8450,To verify,
"iron man 40W Bright LED Cube Spot Beam - 81 x 75mm (each) - Amber",,,"iron man 40W Bright LED Cube Spot Beam - 81 x 75mm (each) - Amber",,8982,To verify,
"iron man 40W Bright LED Cube Spot Beam - 81 x 75mm (each) - Amber",,,"iron man 40W Bright LED Cube Spot Beam - 81 x 75mm (each) - Amber",,8982,To verify,
"iron man 99W 5×7 Eclipse LED with Side Shooters – Driving Light (Each)",,,"iron man 99W 5×7 Eclipse LED with Side Shooters – Driving Light (Each)",,19083,To verify,
"iron man 99W 5×7 Eclipse LED with Side Shooters – Driving Light (Each)",,,"iron man 99W 5×7 Eclipse LED with Side Shooters – Driving Light (Each)",,19083,To verify,
"iron man DeltaWing 270° Awning",,,"iron man DeltaWing 270° Awning",,112750,To verify,
"iron man DeltaWing 270° Awning",,,"iron man DeltaWing 270° Awning",,112750,To verify,
"ironman 100W Scope 7” Combo LED - Driving Light",,,"ironman 100W Scope 7” Combo LED - Driving Light",,30827,To verify,
"ironman 100W Scope 7” Combo LED - Driving Light",,,"ironman 100W Scope 7” Combo LED - Driving Light",,30827,To verify,
"ironman 165W Bright Sabre-X Single Row Slim Light bar 798mm (32″) Straight",,,"ironman 165W Bright Sabre-X Single Row Slim Light bar 798mm (32″) Straight",,23546,To verify,
"ironman 165W Bright Sabre-X Single Row Slim Light bar 798mm (32″) Straight",,,"ironman 165W Bright Sabre-X Single Row Slim Light bar 798mm (32″) Straight",,23546,To verify,
"ironman 210W Bright Sabre-X Single Row Slim Lightbar 1005mm (40″) Straight",,,"ironman 210W Bright Sabre-X Single Row Slim Lightbar 1005mm (40″) Straight",,33332,To verify,
"ironman 210W Bright Sabre-X Single Row Slim Lightbar 1005mm (40″) Straight",,,"ironman 210W Bright Sabre-X Single Row Slim Lightbar 1005mm (40″) Straight",,33332,To verify,
"land rover defender front grill with light (2020-2024)",,,"land rover defender front grill with light (2020-2024)",,18290,To verify,
"land rover defender front grill with light (2020-2024)",,,"land rover defender front grill with light (2020-2024)",,18290,To verify,
"rear view mirrors with LED  Compatible with Thar CRDe and Bolero",,,"rear view mirrors with LED  Compatible with Thar CRDe and Bolero",,20200,To verify,
"rear view mirrors with LED  Compatible with Thar CRDe and Bolero",,,"rear view mirrors with LED  Compatible with Thar CRDe and Bolero",,20200,To verify,
